article id	publication date	researcher ids	title	doi	issn	publisher	volume	issue	pages
pub.1101530885	2018-04-04	ur.0716512763.48||ur.0700064445.84||ur.01140514166.67	Use of a Tyrosine Analogue To Modulate the Two Activities of a Nonheme Iron Enzyme OvoA in Ovothiol Biosynthesis, Cysteine Oxidation versus Oxidative C-S Bond Formation.	10.1021/jacs.7b13628	0002-7863	American Chemical Society (ACS)	140	13	4604-4612
pub.1103195391	2018-04-09	ur.01125236364.44	Heritability and genome-wide association study of diffusing capacity of the lung	10.1101/277343		Cold Spring Harbor Laboratory			277343
pub.1101769551	2018-04-10	ur.01314314720.99	Exploring the structural origins of cryptic sites on proteins	10.1073/pnas.1711490115	0027-8424	Proceedings of the National Academy of Sciences	115	15	201711490
pub.1103206979	2018-04-10	ur.013517764351.76	Media use and antimicrobial resistance misinformation and misuse: Survey evidence of information channels and fatalism in augmenting a global health threat	10.1080/2331205x.2018.1460898	2331-205X	Taylor & Francis	5	1	
pub.1100179717	2018-04-13	ur.015033243422.35	Regular Yogurt Intake and Risk of Cardiovascular Disease Among Hypertensive Adults.	10.1093/ajh/hpx220	0895-7061	Oxford University Press (OUP)	31	5	557-565
pub.1103261520	2018-04-13	ur.012561557607.67	Racial/ethnic variation and risk factors for allopurinol-associated severe cutaneous adverse reactions: a cohort study	10.1136/annrheumdis-2017-212905	0003-4967	BMJ	77	8	1187
pub.1103179177	2018-04-17	ur.01325131157.00	Sex and Racial Disparities in Cardiac Rehabilitation Referral at Hospital Discharge and Gaps in Long‐Term Mortality	10.1161/jaha.117.008088	2047-9980	Wolters Kluwer	7	8	
pub.1103457910	2018-04-19	ur.012561557607.67	Risk of myocardial infarction with use of selected non-steroidal anti-inflammatory drugs in patients with spondyloarthritis and osteoarthritis	10.1136/annrheumdis-2018-213089	0003-4967	BMJ	77	8	1137
pub.1101818772	2018-04-20	ur.01032154416.45||ur.0660124635.17	Engineering a Dual Small Molecule Gated ZAP70 Switch in T Cells.	10.1021/acssynbio.7b00394	2161-5063	American Chemical Society (ACS)	7	4	969-977
pub.1103481270	2018-04-20	ur.016606661363.62	Changes in neuronal immunofluorescence in the C- versus N-terminal domains of hnRNP H following D1 dopamine receptor activation	10.1101/305565		Cold Spring Harbor Laboratory			305565
pub.1103480721	2018-04-20	ur.012561557607.67	Polyunsaturated fatty acids metabolism, purine metabolism and inosine as potential independent diagnostic biomarkers for major depressive disorder in children and adolescents	10.1038/s41380-018-0047-z	1359-4184	Springer Nature			1-11
pub.1103602514	2018-04-24	ur.016243504644.99	Pharmacological Blockade of Adenosine A2A but Not A1 Receptors Enhances Goal-Directed Valuation in Satiety-Based Instrumental Behavior	10.3389/fphar.2018.00393	1663-9812	Frontiers	9		393
pub.1103607125	2018-04-24	ur.01033261006.89	Epigenome-Wide Association Study of Soluble Tumor Necrosis Factor Receptor 2 Levels in the Framingham Heart Study	10.3389/fphar.2018.00207	1663-9812	Frontiers	9		207
pub.1103631593	2018-04-25	ur.010240402014.24	Correction: Lee, Y.-H., et al. Beverage Intake, Smoking Behavior, and Alcohol Consumption in Contemporary China—A Cross-Sectional Analysis from the 2011 China Health and Nutrition Survey. Int. J. Environ. Res. Public Health 2017, 14, 493	10.3390/ijerph15050846	1661-7827	MDPI	15	5	846
pub.1103659815	2018-04-26	ur.016064572757.98	Lifetime risk of atrial fibrillation according to optimal, borderline, or elevated levels of risk factors: cohort study based on longitudinal data from the Framingham Heart Study	10.1136/bmj.k1453	0959-8138	BMJ	361		k1453
pub.1103660063	2018-04-27	ur.016251527331.48	Administrators' Uses of Teacher Observation Protocol in Different Rating Contexts	10.1002/ets2.12205	2330-8516	Wiley			
pub.1103704640	2018-04-27	ur.01267355012.18	0966 Dipping Pattern of Nocturnal Blood Pressure and Depressive Symptoms	10.1093/sleep/zsy061.965	0161-8105	Oxford University Press (OUP)	41	suppl_1	a358-a359
pub.1103438646	2018-04-27	ur.010016475007.05	Enhanced Temperature‐Humidity Similarity Caused by Entrainment Processes With Increased Wind Shear	10.1029/2017jd028195	2169-897X	American Geophysical Union (AGU)	123	8	4110-4121
pub.1103679385	2018-04-30	ur.01270143747.25||ur.01222030547.56	Extracellular Vesicle: An Emerging Mediator of Intercellular Crosstalk in Lung Inflammation and Injury	10.3389/fimmu.2018.00924	1664-3224	Frontiers	9		924
pub.1100868583	2018-05-01	ur.010455633157.08	Apicomplexan C-Mannosyltransferases Modify Thrombospondin Type I-containing Adhesins of the TRAP Family.	10.1093/glycob/cwy013	0959-6658	Oxford University Press (OUP)	28	5	333-343
pub.1103686729	2018-05-01	ur.07705210014.28	Proliferation-independent role of NF2 (merlin) in limiting biliary morphogenesis	10.1242/dev.162123	0950-1991	The Company of Biologists	145	9	dev162123
pub.1103543695	2018-05-01	ur.01134357625.06	Edge modes of scattering chains with aperiodic order.	10.1364/ol.43.001986	0146-9592	The Optical Society	43	9	1986-1989
pub.1002388391	2018-05-01	ur.0731312027.56	Relations Among Cultural Learning Beliefs, Self‐Regulated Learning, and Academic Achievement for Low‐Income Chinese American Adolescents	10.1111/cdev.12702	0009-3920	Wiley	89	3	851-861
pub.1100190918	2018-05-01	ur.0705116241.53||ur.01173746406.51	Re: The effect of vaccination against human papillomavirus on fecundability	10.1111/ppe.12436	0269-5022	Wiley	32	3	303-304
pub.1103661137	2018-05-01	ur.0660124635.17	Universal Chimeric Antigen Receptors for Multiplexed and Logical Control of T Cell Responses	10.1016/j.cell.2018.03.038	0092-8674	Elsevier	173	Mol. Ther. Oncolytics 3 2016	1426-1438.e11
pub.1099671770	2018-05-01	ur.016143226717.71	Management of Refractory Pediatric Kaposiform Hemangioendothelioma With Sirolimus and Aspirin	10.1097/mph.0000000000001046	1077-4114	Wolters Kluwer	40	4	e239-e242
pub.1104043598	2018-05-01	ur.014355462354.45	Measurement of differential cross sections and W+/W− cross-section ratios for W boson production in association with jets at s=8 TeV with the ATLAS detector	10.1007/jhep05(2018)077	1126-6708	Springer Nature	2018	5	77
pub.1103678300	2018-05-01	ur.01103765305.85	Age of first exposure to tackle football and chronic traumatic encephalopathy	10.1002/ana.25245	0364-5134	Wiley	83	5	886-901
pub.1103182641	2018-05-01	ur.07546165535.17||ur.016426434511.84	First Ionospheric Results From the MAVEN Radio Occultation Science Experiment (ROSE)	10.1029/2018ja025182	2169-9380	American Geophysical Union (AGU)	123	5	4171-4180
pub.1101551643	2018-05-01	ur.01033261006.89||ur.010240402014.24	Publisher Correction: Protein-altering variants associated with body mass index implicate pathways that control energy intake and expenditure in obesity	10.1038/s41588-018-0050-y	1061-4036	Springer Nature	50	5	765-766
pub.1104481472	2018-05-01	ur.0762116220.11	Identifying the Onset of Frailty	10.1249/01.mss.0000535193.56077.f2	0195-9131	Wolters Kluwer	50	5S	33-34
pub.1101753727	2018-05-01	ur.0651275311.06	Perceptual attention as the locus of transfer to nonnative speech perception	10.1016/j.wocn.2018.03.003	0095-4470	Elsevier	68	International Review of Applied Linguistics in Language Teaching 43 1 2005	85-102
pub.1101200548	2018-05-01	ur.01245771102.76	Nanomechanics of Slip Avalanches in Amorphous Plasticity	10.1016/j.jmps.2018.02.012	0022-5096	Elsevier	114	Mechanics of Materials 67 2013	158-171
pub.1112711578	2018-05-01	ur.010240402014.24	Abstract 171: Direct versus Calculated LDL Cholesterol and C Reactive Protein in Cardiovascular Disease Risk Assessment in the Framingham Offspring Study	10.1161/atvb.38.suppl_1.171	1079-5642	Wolters Kluwer	38	Suppl_1	
pub.1112711797	2018-05-01	ur.010240402014.24	Abstract 467: Lipoproteins and Cardiovacular Disease Risk	10.1161/atvb.38.suppl_1.467	1079-5642	Wolters Kluwer	38	Suppl_1	
pub.1100713967	2018-05-01	ur.01322416734.99	Impact of testosterone replacement therapy on thromboembolism, heart disease and obstructive sleep apnoea in men	10.1111/bju.14149	1464-4096	Wiley	121	5	811-818
pub.1092631641	2018-05-01	ur.01167701455.69	Resident Choice: A Nursing Home Staff Perspective on Tensions and Resolutions	10.1016/j.gerinurse.2017.10.001	0197-4572	Elsevier	39	3	271-278
pub.1101366135	2018-05-01	ur.016221236705.55	Stable time-domain CAA simulations with linearised governing equations	10.1016/j.compfluid.2018.03.025	0045-7930	Elsevier	167	Acta Mechanica Sinica 28 4 2012	187-195
pub.1101551516	2018-05-01	ur.01362570276.89||ur.0707030450.48	In vitro exploration of ACAT contributions to lipid droplet formation during adipogenesis	10.1194/jlr.m081745	0022-2275	American Society for Biochemistry & Molecular Biology (ASBMB)	59	5	820-829
pub.1103976904	2018-05-01	ur.0767651144.84	Topological properties of the limited penetrable horizontal visibility graph family	10.1103/physreve.97.052117	2470-0045	American Physical Society (APS)	97	5	052117
pub.1103424256	2018-05-01	ur.016167411434.38	602 Effect of stimuli on sun protective habits: A randomized double-blind controlled study	10.1016/j.jid.2018.03.610	0022-202X	Elsevier	138	5	s102
pub.1104347142	2018-05-01	ur.014355462354.45	Measurement of inclusive jet and dijet cross-sections in proton-proton collisions at s=13 TeV with the ATLAS detector	10.1007/jhep05(2018)195	1126-6708	Springer Nature	2018	5	195
pub.1100751012	2018-05-01	ur.0705116241.53	Intake of Sugar-sweetened Beverages and Fecundability in a North American Preconception Cohort	10.1097/ede.0000000000000812	1044-3983	Wolters Kluwer	29	3	369-378
pub.1101550147	2018-05-01	ur.01033261006.89||ur.010240402014.24	Publisher Correction: Protein-altering variants associated with body mass index implicate pathways that control energy intake and expenditure in obesity	10.1038/s41588-018-0082-3	1061-4036	Springer Nature	50	5	766-767
pub.1106017873	2018-05-01	ur.016275746335.15	MOCA: Memory Object Classification and Allocation in Heterogeneous Memory Systems	10.1109/ipdps.2018.00042		Institute of Electrical and Electronics Engineers (IEEE)			326-335
pub.1103956572	2018-05-01	ur.01033261006.89||ur.010240402014.24	Common Coding Variants in SCN10A Are Associated With the Nav1.8 Late Current and Cardiac Conduction	10.1161/circgen.116.001663	1942-325X	Wolters Kluwer	11	5	e001663
pub.1103666559	2018-05-01	ur.016110474512.12	The Same Hippocampal CA1 Population Simultaneously Codes Temporal Information over Multiple Timescales	10.1016/j.cub.2018.03.051	0960-9822	Elsevier	28	10	1499-1508.e4
pub.1101847572	2018-05-01	ur.010704357513.03	Design and Realization of 3D Printed AFM Probes	10.1002/smll.201800162	1613-6810	Wiley	14	19	e1800162
pub.1104293793	2018-05-01	ur.0635431233.79||ur.0674362701.11	Coexisting religious and scientific beliefs among Iranian parents.	10.1037/pac0000335	1078-1919	American Psychological Association (APA)	24	2	240
pub.1101039541	2018-05-01	ur.01322416734.99	The effect of treatment at minority-serving hospitals on outcomes for bladder cancer	10.1016/j.urolonc.2018.01.010	1078-1439	Elsevier	36	Epidemiol Rev 31 2009	238.e7-238.e17
pub.1103796060	2018-05-01	ur.0707030450.48	Spectroscopic stimulated Raman scattering imaging of highly dynamic specimens through matrix completion	10.1038/lsa.2017.179	2095-5545	Springer Nature	7	5	17179
pub.1104328454	2018-05-01	ur.013246305556.95	KODISA 학술지 성장전략: 2017 개관 및 미래 성장개요	10.15722/jds.16.5.201805.83	1738-3110	Korea Distribution Science Association	16	5	83-90
pub.1101204020	2018-05-01	ur.0767346735.66	Exogenous Hormone Use and Endometrial Cancer in U.S. Black Women	10.1158/1055-9965.epi-17-0722	1055-9965	American Association for Cancer Research (AACR)	27	5	cebp.0722.2017
pub.1103812604	2018-05-01	ur.015033243422.35	Cohort profile: The MULTI sTUdy Diabetes rEsearch (MULTITUDE) consortium	10.1136/bmjopen-2017-020640	2044-6055	BMJ	8	5	e020640
pub.1101296389	2018-05-01	ur.014431077020.62||ur.0700064445.84||ur.01043366425.77||ur.010455633157.08||ur.01140514166.67	Snapshots of C-S Cleavage in Egt2 Reveals Substrate Specificity and Reaction Mechanism	10.1016/j.chembiol.2018.02.002	2451-9456	Elsevier	25	5	519-529.e4
pub.1099718109	2018-05-01	ur.013144046356.11||ur.015421553310.08||ur.0745703346.90	Genome-wide association study of Alzheimer's disease endophenotypes at prediagnosis stages	10.1016/j.jalz.2017.11.006	1552-5260	Elsevier	14	5	623-633
pub.1101312462	2018-05-01	ur.01143235167.73	Insurance Status Affects In-Hospital Complication Rates After Total Knee Arthroplasty.	10.3928/01477447-20180226-07	0147-7447	SLACK	41	3	e340-e347
pub.1093117704	2018-05-01	ur.01331237015.57	A cross-sectional survey of long-term outcomes for patients with diffuse capillary malformation with overgrowth	10.1016/j.jaad.2017.11.044	0190-9622	Elsevier	78	5	1023-1025
pub.1100622263	2018-05-01	ur.01033261006.89	Familial clustering of hypertensive target organ damage in the community	10.1097/hjh.0000000000001679	0263-6352	Wolters Kluwer	36	5	1086-1093
pub.1103995939	2018-05-01	ur.015042767625.39	Myocardin-Related Transcription Factor A Promotes Recruitment of ITGA5+ Profibrotic Progenitors during Obesity-Induced Adipose Tissue Fibrosis	10.1016/j.celrep.2018.04.057	2211-1247	Elsevier	23	7	1977-1987
pub.1103185851	2018-05-01	ur.010107755367.13	F123. Genome-Wide Epigenetic Signatures of Major Depressive Disorder in Women	10.1016/j.biopsych.2018.02.736	0006-3223	Elsevier	83	9	s285
pub.1101224667	2018-05-01	ur.0630067515.77||ur.01266254603.60	Hypoxia modulates the development of a corneal stromal matrix model	10.1016/j.exer.2018.02.021	0014-4835	Elsevier	170	J. Cell Biol. 162 2003	127-137
pub.1106017189	2018-05-01	ur.013001332542.32	Level-Spread: A New Job Allocation Policy for Dragonfly Networks	10.1109/ipdps.2018.00121		Institute of Electrical and Electronics Engineers (IEEE)			1123-1132
pub.1105079337	2018-05-01	ur.01041021674.13	Reprograming of Human Adipocytes to a Briter Phenotype—Enhanced Fatty Acid Oxidation and Lipid Droplet Remodeling	10.2337/db18-272-or	0012-1797	American Diabetes Association	67	Supplement 1	272-or
pub.1091831983	2018-05-01	ur.0763034260.23	A novel role for ciliary function in atopy: ADGRV1 and DNAH5 interactions	10.1016/j.jaci.2017.06.050	0091-6749	Elsevier	141	5	1659-1667.e11
pub.1101566880	2018-05-01	ur.012217755503.71	The Impact of Clostridium difficile Infection on Future Outcomes of Solid Organ Transplant Recipients	10.1017/ice.2018.48	0899-823X	Cambridge University Press (CUP)	39	5	563-570
pub.1103946053	2018-05-01	ur.01033261006.89	Common and Rare Coding Genetic Variation Underlying the Electrocardiographic PR Interval	10.1161/circgen.117.002037	1942-325X	Wolters Kluwer	11	5	e002037
pub.1101562331	2018-05-01	ur.013067416217.76	An integrated method for validating long-term leaf area index products using global networks of site-based measurements	10.1016/j.rse.2018.02.049	0034-4257	Elsevier	209	Bull. Am. Meteorol. Soc. 82 2001	134-151
pub.1100767940	2018-05-01	ur.01344134026.10	Combination Antimicrobial Prophylaxis for Hysterectomy… Harm without the Benefit?	10.1016/j.ajog.2018.01.032	0002-9378	Elsevier	218	5	536-537
pub.1103906326	2018-05-01	ur.0746723400.29	Implementation of the Geriatric Patient-Aligned Care Team Model in the Veterans Health Administration (VA)	10.3122/jabfm.2018.03.170272	1557-2625	American Board of Family Medicine (ABFM)	31	3	456-465
pub.1111747845	2018-05-01	ur.014336677255.36	The Limitations and Liberatory Potential of Feminist Anthropology (Part One)	10.1111/an.1060	1541-6151	Wiley	59	3	e170-e173
pub.1103188694	2018-05-01	ur.01246216660.07	S238. Positive Memory Recollection in People With and Without Schizophrenia: A Narrative Approach	10.1016/j.biopsych.2018.02.1130	0006-3223	Elsevier	83	9	s440-s441
pub.1100145975	2018-05-01	ur.01352411245.54	“She Calls Me by My Last Name”: Exploring Adolescent Perceptions of Positive Teacher-Student Relationships	10.1177/0743558416684958	0743-5584	SAGE Publications	33	3	332-362
pub.1103790516	2018-05-01	ur.014163600153.55	Generation of Human Induced Pluripotent Stem Cells Using a Defined, Feeder‐Free Reprogramming System	10.1002/cpsc.48	1938-8969	Wiley	45	1	e48
pub.1103523517	2018-05-01	ur.01160001544.79	Improving Microcirculatory Reperfusion Reduces Parenchymal Oxygen Radical Formation and Provides Neuroprotection	10.1161/strokeaha.118.020711	0039-2499	Wolters Kluwer	49	5	1267-1275
pub.1103626279	2018-05-01	ur.010016475007.05	Attribution of Local Temperature Response to Deforestation	10.1029/2018jg004401	2169-8953	American Geophysical Union (AGU)	123	5	1572-1587
pub.1103623262	2018-05-01	ur.010016475007.05	Drivers of Variability in Atmospheric Evaporative Demand: Multiscale Spectral Analysis Based on Observations and Physically Based Modeling	10.1029/2017wr022104	0043-1397	American Geophysical Union (AGU)	54	5	3510-3529
